time,symbol,markPrice,indexPrice,estimatedSettlePrice,lastFundingRate,interestRate,nextFundingTime,nextFundingTimeUtc,exchangeTime,exchangeTimeUtc
1774351659003,BTCUSDT,71006.00000000,71040.20478261,71094.29114979,0.00004990,0.00010000,1774368000000,2026-03-24T16:00:00Z,1774351659003,2026-03-24T11:27:39Z
